cui,term,semtype,class
C0025936,Mice  Transgenic,mamm,target
C0025919,Mice  Inbred BALB C,mamm,target
C0036982,Shock  Hemorrhagic,patf,clinical
C0678889,Immunoregulation,orgf,biological
C0041107,Trisomy,comd,biological
C0025552,Metals,inch,biological
C0599779,Animal Model,anim,biological
C0240921,SACROCOCCYGEAL ABSCESS,fndg,clinical
C0014372,Enterotoxins,"aapp,gngm,hops",biological
C0598800,Pericytes,cell,biological
C0021149,Incidence,qnco,clinical
C1141958,anti infective therapy,topp,clinical
C0183518,Ureteric stent,medd,clinical
C0444680,Protein profiling,lbpr,clinical
C0270942,Myasthenic crisis,dsyn,clinical
C0729856,Antigen test,lbpr,clinical
C1096307,Lesion of spleen,dsyn,clinical
C0022665,Kidney Neoplasm,neop,biological
C0010995,Data Collection,resa,biological
C0558429,Postoperative fistula,patf,clinical
C1334425,Low Grade Malignant Neoplasm,neop,biological
C0006057,Botulism,dsyn,clinical
C0029053,Decreased translucency,fndg,clinical
C0028829,Octogenarians,"aggp,humn",clinical
C0043250,Injury wounds,inpo,biological
C0008312,Primary biliary cirrhosis,dsyn,clinical
C0920779,Cancer invasiveness,patf,clinical
C0454695,African country,geoa,location
C0031164,Permeability,npop,biological
C3557731,Mycobacterium iranicum,bact,pathogen
C0009064,Clostridium tetani,bact,pathogen
C0058231,methylsulfonylmethane,"orch,phsu",biological
C0021344,Human Papillomavirus,virs,pathogen
C0017446,Geographic Locations,geoa,location
C1524026,Metabolic Process  Cellular,celf,biological
C0037277,Skin Diseases  Genetic,dsyn,clinical
C0317492,Eggerthella lenta,bact,pathogen
C0013936,Embryonic Development,ortf,biological
C0025519,Metabolism,orgf,biological
C0243102,enzyme activity,moft,biological
C0011315,Dengue Virus,virs,pathogen
C0334463,Malignant Fibrous Histiocytoma,neop,biological
C2153623,Yellow nodule,fndg,clinical
C2936612,Quality Improvement,ocac,clinical
C0179768,Peripheral intravenous catheter,medd,clinical
C0164503,AmpC beta lactamases,"aapp,gngm,enzy",biological
C1442464,48 Hours,tmco,clinical
C0322178,Echinococcus multilocularis,euka,biological
C0043047,Water,"inch,phsu",biological
C0929176,Hilum,bpoc,location
C0748164,Multiple Pulmonary Nodules,fndg,clinical
C1923239,Fusarium solani species complex,fngs,pathogen
C0282461,Phase 3 Clinical Trials,resa,biological
C0857322,anaemic,fndg,clinical
C3901013,Capitata,euka,biological
C2828037,Acinetobacter calcoaceticus baumannii complex,bact,pathogen
C0206754,Neuroendocrine Tumors,neop,biological
C0033701,Proteus mirabilis,bact,pathogen
C0221505,Lesion of brain,dsyn,clinical
C1160250,blood vessel development,ortf,biological
C0036920,Sezary Syndrome,neop,biological
C0150101,INCEPTION COHORT,"podg,humn",clinical
C0030554,Paresthesia,dsyn,clinical
C0032268,Pneumocephalus,dsyn,clinical
C4042807,Self Expandable Metallic Stents,medd,clinical
C0337800,Danes,"popg,humn",clinical
C0036745,Study of serum,bmod,biological
C1393529,Blood Vessel complications,dsyn,clinical
C0439268,Microgram per Milliliter,qnco,clinical
C0205447,One,qnco,clinical
C0040710,Translating,ocac,clinical
C0732165,Somatostatin analog,"aapp,gngm,horm,phsu",biological
C0206697,Carcinoma  Skin Appendage,neop,biological
C0314820,Actinomyces naeslundii,bact,pathogen
C0001250,Actinomyces,bact,pathogen
C0007328,Case Control Studies,resa,biological
C0235753,Congenital hemangioma,neop,biological
C4318455,Splenic mass,fndg,clinical
C0184921,Excision biopsy,diap,clinical
C0487019,Interleukin 2 receptor  soluble,"aapp,gngm,imft,rcpt",biological
C3538862,STIL wt Allele,"gngm,aapp",biological
C0677984,Locally Advanced Malignant Neoplasm,neop,biological
C0016167,Anal Fissure,dsyn,clinical
C0449426,Source of infection,fndg,clinical
C0003462,Anus Diseases,dsyn,clinical
C0205400,Thickened,fndg,clinical
C0456979,Automated endodontic technique,topp,clinical
C0005833,Blood Sedimentation,lbpr,clinical
C0151754,Elevated lactate dehydrogenase,fndg,clinical
C1017328,Streptococcus gallolyticus,bact,pathogen
C0115137,Durapatite,"bodm,inch,phsu",biological
C0279538,Plastic surgeon,"prog,humn",clinical
C1334815,Multi centric Castleman s Disease,neop,biological
C4302191,Early post transplant lymphoproliferative disorder,neop,biological
C0215955,LCN2 protein  human,"aapp,gngm,bacs",biological
C0026255,Mitosis,celf,biological
C3843708,29 ,fndg,clinical
C0010287,Creatine Kinase,"aapp,gngm,enzy",biological
C1285572,Phenotype determination,lbpr,clinical
C1096582,Campylobacter Jejuni Infection,dsyn,clinical
C0077401,Troponin I,"aapp,gngm,bacs",biological
C0010818,Cytological Techniques,lbpr,clinical
C0221460,Farmers,"prog,humn",clinical
C0003209,Anti Inflammatory Agents,phsu,biological
C0180112,Controllers,medd,clinical
C0024727,Mannans,"orch,phsu",biological
C0273115,Lung Injury,inpo,biological
C0018724,Health Personnel,"prog,humn",clinical
C0055361,chlorhexidine gluconate,"orch,phsu",biological
C1171257,Delivery care,topp,clinical
C0022372,Jehovah s Witness  follower of religion,"popg,humn",clinical
C0020541,Hypertension  Portal,dsyn,clinical
C0401151,Chronic diarrhea,dsyn,clinical
C0680395,primary group,"popg,humn",clinical
C1849265,Overgrowth,fndg,clinical
C0376601,Integrase Inhibitors,"bacs,phsu",biological
C3537104,Non nucleoside Reverse Transcriptase Inhibitor,phsu,biological
C1335512,Prostate Lymphoma,neop,biological
C0346208,Vaginal intraepithelial neoplasia,neop,biological
C2247725,toll like receptor 4 signaling pathway,moft,biological
C4075643,Multiple drug resistant Escherichia coli,bact,pathogen
C0277608,Death in hospital,fndg,clinical
C1063947,Nocardia veterana,bact,pathogen
C0340305,Inferior Wall Myocardial Infarction,dsyn,clinical
C3697992,Vancomycin susceptible Staphylococcus aureus,bact,pathogen
C0153467,Malignant tumor of peritoneum,neop,biological
C1179122,Transverse tubule of muscle cell,celc,biological
C1532864,Vibrio cholerae  non O139,bact,pathogen
C0162836,Hidradenitis Suppurativa,dsyn,clinical
C0807480,Preparation techniques,lbpr,clinical
C2919319,Catheter hub,medd,clinical
C0870646,High Risk Populations,"popg,humn",clinical
C1999375,Ticagrelor,"nnon,phsu",biological
C0314975,Bifidobacterium breve,bact,pathogen
C0001589,Adolescents  Male,"aggp,humn",clinical
C0035690,RNA Virus Infections,dsyn,clinical
C0009462,Community,"grup,humn",clinical
C3656682,Carbapenem resistant bacteria,bact,pathogen
C0039421,Technology,ocdi,clinical
C3850088,Neutrophil Extracellular Traps,celc,biological
C0282597,Spectrometry  Mass  Matrix Assisted Laser Desorption Ionization,lbpr,clinical
C3536832,Air,"inch,phsu",biological
C0005893,Body mass index procedure,diap,clinical
C0001185,Acridine Orange,"irda,orch",biological
C0444299,Catheter tip,medd,clinical
C1705504,HTATIP wt Allele,"gngm,aapp",biological
C0439603,Frequencies  time pattern ,tmco,clinical
C4329648,Cerebral Convexity,bpoc,location
C0006262,Bronchial Fistula,anab,biological
C0016163,Fishes,fish,biological
C3472375,Primary malignant adenomatous neoplasm,neop,biological
C0026753,Multiple Birth Offspring,"famg,humn",clinical
C0669365,NOS3 protein  human,"aapp,gngm,enzy",biological
C0027659,Neoplasms  Experimental,"emod,neop",biological
C0442856,Hypoperfusion,patf,clinical
C0004093,Asthenia,sosy,clinical
C0746412,Palpable mass,fndg,clinical
C0002712,Amylases,"aapp,gngm,enzy,phsu",biological
C0080103,Relative  related person ,"famg,humn",clinical
C0003904,Arthroscopy,diap,clinical
C0341422,Non occlusive mesenteric ischemia,dsyn,clinical
C0700461,Papaverine Hydrochloride,"orch,phsu",biological
C0163314,Fatty Acid Binding Proteins  Intestinal Specific,"aapp,gngm,bacs",biological
C0242210,Binding Proteins,"aapp,gngm,bacs",biological
C0087009,Hospital specialist,"prog,humn",clinical
C0302600,Angiogenic Process,ortf,biological
C1456627,Antimicrobial Resistance,clna,clinical
C1521808,Clinical Trials Cooperative Group,"prog,humn",clinical
C2919831,Delftia lacustris,bact,pathogen
C0001254,Actinomycetales,bact,pathogen
C1082577,Tsukamurella inchonensis,bact,pathogen
C0398795,Secondary immune deficiency disorder,dsyn,clinical
C4013784,Hypertension  severe,fndg,clinical
C0814141,genital cancer,neop,biological
C0003297,Antiemetics,phsu,biological
C0221002,Hyperparathyroidism  Primary,dsyn,clinical
C1622499,Myeloid Cell Differentiation,celf,biological
C0092777,clofarabine,"nnon,phsu",biological
C0206464,Gammaretrovirus,virs,pathogen
C0325628,Meleagris gallopavo,bird,biological
C3155041,interleukin secretion,celf,biological
C0854893,Primary Angiosarcoma,neop,biological
C1547282,Show,anim,biological
C0682540,spindle cell,cell,biological
C0260037,Multiple tumors,neop,biological
C0007613,Cell physiology,celf,biological
C1415619,HMOX1 gene,"gngm,aapp",biological
C0009326,Collagen Diseases,dsyn,clinical
C0456900,Ultrasound guided biopsy,diap,clinical
C0037179,Unmarried person,"popg,humn",clinical
C0680399,reference group,"popg,humn",clinical
C1156530,cholesterol metabolism,moft,biological
C0079382,friend,"popg,humn",clinical
C2936622,Massively Parallel Sequencing,mbrt,biological
C2348792,Timepoint,tmco,clinical
C0033618,Protein Binding,moft,biological
C0175989,critically ill children,"podg,humn",clinical
C0443737,Monoclonal immunoglobulin,"aapp,gngm,imft",biological
C0391861,Plasma cell inflammation,dsyn,clinical
C0011399,Dental Pulp,bpoc,location
C1381542,Ethanol 70 ,clnd,biological
C0333678,Chimerism,orga,biological
C0002144,Allopurinol,"orch,phsu",biological
C3203639,Neuroendocrine carcinoma  metastatic,neop,biological
C1935343,Mycobacterium phocaicum,bact,pathogen
C0017164,Gastroenterostomy,topp,clinical
C0028879,Odontogenic Cysts,dsyn,clinical
C0030354,Papilloma,neop,biological
C2963805,Human papilloma virus 11 DNA,"bacs,nnon",biological
C1222577,Planctomycetes,bact,pathogen
C0684030,high risk group,"popg,humn",clinical
C0014866,Esophageal Stenosis,dsyn,clinical
C0333361,Acute inflammation,fndg,clinical
C1442826,Neonatal necrotizing enterocolitis,dsyn,clinical
C2699153,Cell Invasion,patf,clinical
C0865850,Acute respiratory insufficiency,dsyn,clinical
C0034885,Rectal Neoplasms,neop,biological
C2985135,Endobronchial Lesion,fndg,clinical
C0445951,Desulfovibrio desulfuricans,bact,pathogen
C0270612,Leukoencephalopathies,dsyn,clinical
C0019664,History,ocdi,clinical
C0369499,Human immunodeficiency virus 1 RNA,nnon,biological
C0740116, 2,qnco,clinical
C4049944,Ki67 Measurement,lbpr,clinical
C0085240,Lupus Coagulation Inhibitor,"aapp,gngm,imft",biological
C0683962,univariate statistics,resa,biological
C0013928,Fat embolism  disorder ,patf,clinical
C1142114,bone marrow necrosis,fndg,clinical
C1482117,Clostridium hathewayi,bact,pathogen
C0269936,Puerperal sepsis,dsyn,clinical
C0269985,Mastitis associated with lactation,dsyn,clinical
C0032923,Prealbumin,"aapp,gngm,bacs",biological
C0019564,Hippocampus  Brain ,bpoc,location
C1701032,ITGAM protein  human,"aapp,gngm,imft",biological
C3887958,Indoleamine 2 3 Dioxygenase  human,"aapp,gngm,enzy",biological
C0085183,Neoplasms  Second Primary,neop,biological
C0457193,Soft tissue mass,anab,biological
C0277565,Local disease,dsyn,clinical
C1417190,MLN gene,"gngm,aapp",biological
C0201204,Antifungal susceptibility test,lbpr,clinical
C0178539,Cellular,lbpr,clinical
C0267756,Abscess of peritoneum,dsyn,clinical
C0005680,Black race,"popg,humn",clinical
C3830376,Ductopenia,fndg,clinical
C0002594,Transaminases,"aapp,gngm,enzy",biological
C1265765,Duct ectasia,patf,clinical
C0042798,Low Vision,dsyn,clinical
C0039978,Thoracic Diseases,dsyn,clinical
C0020291,Hydrolysis,npop,biological
C1160589,carbohydrate utilization,celf,biological
C0079160,Consensus Sequence,nusq,biological
C0496675,medical care,fndg,clinical
C0041600,Bone structure of ulna,bpoc,location
C0017473,Germ Line,cell,biological
C1415715,AGFG1 gene,"gngm,aapp",biological
C0393626,Opsoclonus Myoclonus Syndrome,dsyn,clinical
C0175168,Protein  Organized by Structure,"aapp,gngm",biological
C0815043,Protein  Organized by Function,"aapp,gngm",biological
C0030297,Pancreatic Neoplasm,neop,biological
C0168944,M15 protein,"aapp,gngm,phsu",biological
C0010377,Crotoxin,"aapp,gngm,enzy,hops",biological
C0027567,African race,"popg,humn",clinical
C0238884,Canadian,"popg,humn",clinical
C1005839,Bordetella holmesii,bact,pathogen
C3687489,Animal for breeding,anim,biological
C0150095,Convenience Sampling,resa,biological
C0040160,Thyrotropin,"aapp,gngm,horm,phsu",biological
C0011420,Dental Staff,"prog,humn",clinical
C1517029,Extensive Necrosis,fndg,clinical
C1449646,Primary Peritonitis,dsyn,clinical
C0162336,Permeability  Microvascular,ortf,biological
C0699885,Carcinoma of bladder,neop,biological
C0006736,Calculi,bdsu,biological
C0314755,Gram negative diplococcus,bact,pathogen
C0029039,Is an only child,"famg,humn",clinical
C0243010,Viral Encephalitis,dsyn,clinical
C0318102,Sphingobacterium spiritivorum,bact,pathogen
C0598312,DNA Replication,genf,biological
C0680022,member,"popg,humn",clinical
C0220645,Childhood Soft Tissue Sarcoma,neop,biological
C0021764,Interleukins,"aapp,gngm,imft",biological
C0699094,Xylocaine,"orch,phsu",biological
C1080735,Lactobacillus paracasei,bact,pathogen
C1707496,Consumer,"popg,humn",clinical
C0162801,Sequence Analysis,"lbpr,mbrt",clinical
C0032584,polyps,anab,biological
C0023859,Listeria,bact,pathogen
C0008145,Chitinases,"aapp,gngm,enzy",biological
C0010416,Cryptococcus neoformans,fngs,pathogen
C1171175,Acute pain control,topp,clinical
C0030353,Papilledema,dsyn,clinical
C0278502,recurrent gastric cancer,neop,biological
C0153567,Uterine Cancer,neop,biological
C0149882,Acute esophagitis,dsyn,clinical
C0545322,T cell therapy,topp,clinical
C3841787,7   9,fndg,clinical
C1511246,Bone marrow stem cell,cell,biological
C0221204,Lytic lesion,patf,clinical
C1709696,Producer,"popg,humn",clinical
C0005795,Blood donor,"popg,humn",clinical
C0027341,Nail Patella Syndrome,dsyn,clinical
C0327204,Family Chamaeleonidae  organism ,rept,biological
C0028621,Nucleosides,nnon,biological
C0022568,Keratitis,dsyn,clinical
C0015352,Extracellular Space,bsoj,location
C1519680,Tumor Immunity,dsyn,clinical
C0445910,Mycobacterium abscessus,bact,pathogen
C0037287,Skin nodule,acab,clinical
C0241157,pustule,fndg,clinical
C1262020,diffuse alveolar damage,dsyn,clinical
C0010186,Financial cost,qnco,clinical
C0206692,Carcinoma  Lobular,neop,biological
C0333138,Stasis,patf,clinical
C3811922,Liver transplant recipient,fndg,clinical
C0042567,Vertebrates,vtbt,target
C0011947,Dialysis Solutions,phsu,biological
C1299335,Normal coronary arteries,fndg,clinical
C0001624,Adrenal Gland Neoplasms,neop,biological
C0039005,Family suidae,mamm,target
C0324572,Commercial meat type chicken,bird,biological
C0206656,Embryonal Rhabdomyosarcoma,neop,biological
C1819450,interleukin 22 production,orgf,biological
C0812306,GLI2 gene,"gngm,aapp",biological
C0276264,Buschke Lowenstein Tumor,neop,biological
C0333547,Multiple infarcts,patf,clinical
C1167331,outer membrane,celc,biological
C3178844,Mesenchymal Stromal Cells,cell,biological
C0035268,Restriction fragment length polymorphism,comd,biological
C0018944,Hematoma,patf,clinical
C1265769,Multiple aneurysms,dsyn,clinical
C0036658,Esthesia,ortf,biological
C3494459,Sequential Organ Failure Assessment Scores,fndg,clinical
C0276651,Aspergilloma,dsyn,clinical
C0742020,Recurrent cellulitis,dsyn,clinical
C1049789,Acinetobacter nosocomialis,bact,pathogen
C0242665,wife,"famg,humn",clinical
C4318937,Matched Unrelated Donor,"popg,humn",clinical
C0227977,Prostatic fluid,bdsu,biological
C0240811,prostate infection,dsyn,clinical
C0678613,feedback inhibition,npop,biological
C0597010,special populations,"popg,humn",clinical
C3669677,Young chicken,bird,biological
C0806506,Infectious bursal disease virus antibody,"aapp,gngm,imft",biological
C0740277,Bile duct carcinoma,neop,biological
C0002690,Amputation Stumps,acab,clinical
C1477115,Catabacter hongkongensis,bact,pathogen
C0350056,Adsorbents,phsu,biological
C0017110,Gases,chvs,biological
C0012899,DNA Repair,genf,biological
C1334011,High Grade Cervical Intraepithelial Neoplasia,neop,biological
C3546471,ciliary motility,celf,biological
C0019079,Hemoptysis,sosy,clinical
C0194423,Bladder irrigation procedure,topp,clinical
C0302523,Observation in research,resa,biological
C0026848,Myopathy,dsyn,clinical
C0085620,Flaccid paralysis,sosy,clinical
C0486959,Human immunodeficiency virus DNA,"bacs,nnon",biological
C4330330,Human Immunodeficiency Virus RNA,nnon,biological
C1701790,IL17A protein  human,"aapp,gngm,bacs",biological
C0256616,Mannose Binding Protein Associated Serine Proteases,"aapp,gngm,enzy",biological
C0035696,RNA  Messenger,"bacs,nnon",biological
C1326502,macrophage chemotaxis,celf,biological
C0858952,silence,mobd,clinical
C1711307,Coordinator,"prog,humn",clinical
C0376518,Adoptive Transfer,topp,clinical
C0549410,Palmar plantar erythrodysesthesia syndrome,dsyn,clinical
C0231162,Normal general body function,fndg,clinical
C0031874,Pichia,fngs,pathogen
C2587210,Rhodotorula,fngs,pathogen
C0037783,Species Specificity,npop,biological
C0745035,hospice patient,"podg,humn",clinical
C0033692,Proteoglycan,"aapp,gngm,bacs",biological
C1519619,Translational Repression,genf,biological
C0151686,Growth retardation,patf,clinical
C1512554,Hypermethylation,genf,biological
C0033713,Proto Oncogenes,"gngm,aapp",biological
C0008148,Chlamydia,bact,pathogen
C0557854,Services,ocac,clinical
C1260926,Abnormal pigmentation,fndg,clinical
C0022709,Peptidyl Dipeptidase A,"aapp,gngm,enzy,imft",biological
C0151465,Renal abscess,acab,clinical
C2363736,Unintentional weight loss,fndg,clinical
C0746408,mass lesion,neop,biological
C0315247,Escherichia fergusonii,bact,pathogen
C3887537,Partner,"popg,humn",clinical
C0023825,Very low density lipoprotein,"aapp,gngm,bacs",biological
C0065060,lipoprotein triglyceride,"aapp,gngm,bacs",biological
C1512406,Heparan Sulfate Biosynthesis,moft,biological
C4231795,lysosomal proteolysis,celf,biological
